-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2025 in UTC
Location: Latitude  12.9247   Longitude 79.1343 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 223.19 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI
2020,2,16,4,723.25,29.03,3.43,37.28,0.0,163.82,769.8
2020,2,16,5,872.97,31.24,3.97,29.4,0.0,164.33,804.39
2020,2,16,6,965.55,32.78,4.42,24.73,0.0,135.77,892.62
2020,2,16,7,962.72,33.59,4.78,22.18,0.0,147.53,841.8
2020,2,16,8,877.6,33.77,5.14,20.71,0.0,112.48,900.0
2020,2,16,9,721.0,33.22,5.45,20.67,0.0,123.99,787.82
2020,2,16,10,506.05,31.94,5.64,22.01,0.0,92.31,755.56
2020,2,16,11,256.58,29.72,5.44,26.54,0.0,74.19,544.02
2020,2,16,12,36.12,25.21,3.94,42.38,0.0,22.47,131.12
2020,2,16,13,0.0,22.99,4.2,54.02,0.0,0.0,0.0
2020,2,16,14,0.0,21.6,3.64,65.19,0.0,0.0,0.0
2020,2,16,15,0.0,20.43,2.96,75.12,0.0,0.0,0.0
2020,2,16,16,0.0,19.51,2.55,82.37,0.0,0.0,0.0
2020,2,16,17,0.0,18.76,2.36,87.95,0.0,0.0,0.0
2020,2,16,18,0.0,18.27,2.11,91.16,0.0,0.0,0.0
2020,2,16,19,0.0,18.2,1.74,91.33,0.0,0.0,0.0
2020,2,16,20,0.0,18.35,1.27,90.11,0.0,0.0,0.0
2020,2,16,21,0.0,18.14,0.88,90.91,0.0,0.0,0.0
2020,2,16,22,0.0,18.24,0.65,90.06,0.0,0.0,0.0
2020,2,16,23,0.0,18.05,0.5,90.84,0.0,0.0,0.0
2020,2,17,0,0.0,17.81,0.4,91.93,0.0,0.0,0.0
2020,2,17,1,55.33,18.64,0.26,88.38,0.0,36.15,189.34
2020,2,17,2,295.4,21.58,0.89,70.21,0.0,87.98,541.94
2020,2,17,3,546.2,25.49,2.8,44.49,0.0,98.97,780.63
2020,2,17,4,725.88,28.03,3.12,34.52,0.0,185.56,705.43
2020,2,17,5,882.3,30.18,3.37,27.81,0.0,222.01,748.66
2020,2,17,6,948.9,31.76,3.66,23.87,0.0,277.89,701.38
2020,2,17,7,929.65,32.77,3.93,21.72,0.0,182.56,786.87
2020,2,17,8,878.62,33.2,4.2,20.78,0.0,120.04,890.91
2020,2,17,9,723.45,32.95,4.47,21.08,0.0,148.67,768.1
2020,2,17,10,504.9,31.98,4.71,22.86,0.0,124.91,698.48
2020,2,17,11,253.9,29.94,4.57,28.0,0.0,80.57,526.68
2020,2,17,12,35.75,25.1,3.3,46.11,0.0,24.49,130.93
2020,2,17,13,0.0,23.0,3.65,56.43,0.0,0.0,0.0
2020,2,17,14,0.0,21.8,3.51,65.22,0.0,0.0,0.0
2020,2,17,15,0.0,20.68,2.98,73.57,0.0,0.0,0.0
2020,2,17,16,0.0,19.77,2.61,80.02,0.0,0.0,0.0
2020,2,17,17,0.0,19.05,2.39,85.01,0.0,0.0,0.0
2020,2,17,18,0.0,18.52,2.19,88.63,0.0,0.0,0.0
2020,2,17,19,0.0,18.28,1.89,90.28,0.0,0.0,0.0
2020,2,17,20,0.0,18.26,1.6,90.32,0.0,0.0,0.0
2020,2,17,21,0.0,18.2,1.36,90.64,0.0,0.0,0.0
2020,2,17,22,0.0,17.99,1.29,91.85,0.0,0.0,0.0
2020,2,17,23,0.0,17.67,1.41,93.6,0.0,0.0,0.0
2020,2,18,0,0.0,17.43,1.47,95.03,0.0,0.0,0.0
2020,2,18,1,55.72,18.82,1.46,88.68,0.0,32.28,169.7
2020,2,18,2,289.05,22.43,0.85,68.5,0.0,91.8,520.3
2020,2,18,3,538.78,26.2,2.41,49.55,0.0,113.22,736.26
2020,2,18,4,750.0,28.84,3.08,40.36,0.0,141.66,797.26
2020,2,18,5,900.65,30.97,3.61,34.84,0.0,157.06,821.36
2020,2,18,6,961.28,32.45,4.0,31.55,0.0,208.19,787.92
2020,2,18,7,954.8,33.35,4.33,29.47,0.0,224.96,767.84
2020,2,18,8,868.78,33.63,4.59,28.71,0.0,162.41,798.54
2020,2,18,9,707.33,33.25,4.83,29.31,0.0,151.04,751.9
2020,2,18,10,489.52,32.19,5.04,31.36,0.0,146.96,629.32
2020,2,18,11,241.55,30.26,5.07,36.47,0.0,92.57,445.58
2020,2,18,12,33.53,26.63,3.96,50.5,0.0,25.5,88.49
2020,2,18,13,0.0,24.7,4.59,60.75,0.0,0.0,0.0
2020,2,18,14,0.0,23.41,4.18,69.91,0.0,0.0,0.0
2020,2,18,15,0.0,22.43,3.14,77.24,0.0,0.0,0.0
2020,2,18,16,0.0,21.57,2.19,82.68,0.0,0.0,0.0
2020,2,18,17,0.0,20.73,1.94,86.96,0.0,0.0,0.0
2020,2,18,18,0.0,20.17,1.79,89.3,0.0,0.0,0.0
2020,2,18,19,0.0,19.94,1.54,89.84,0.0,0.0,0.0
2020,2,18,20,0.0,20.01,1.12,88.66,0.0,0.0,0.0
2020,2,18,21,0.0,20.2,0.7,87.32,0.0,0.0,0.0
2020,2,18,22,0.0,20.17,0.31,87.29,0.0,0.0,0.0
2020,2,18,23,0.0,19.95,0.14,88.19,0.0,0.0,0.0
2020,2,19,0,0.0,19.58,0.6,90.11,0.0,0.0,0.0
2020,2,19,1,50.4,20.21,0.89,88.21,0.0,44.01,83.36
2020,2,19,2,256.6,23.16,1.17,71.34,0.0,136.75,314.26
2020,2,19,3,481.67,25.77,2.31,59.92,0.0,244.92,393.1
2020,2,19,4,711.38,27.96,2.91,51.59,0.0,201.51,683.29
2020,2,19,5,843.9,29.84,3.41,44.63,0.0,314.09,520.48
2020,2,19,6,884.22,31.16,3.8,40.09,0.0,348.24,520.76
2020,2,19,7,884.5,31.93,4.05,37.26,0.0,302.42,649.38
2020,2,19,8,773.05,32.08,4.22,36.06,0.0,369.34,414.5
2020,2,19,9,642.5,31.67,4.48,36.08,0.0,221.27,504.36
2020,2,19,10,449.27,30.67,4.81,37.51,0.0,214.08,421.85
2020,2,19,11,219.6,28.89,5.05,42.24,0.0,155.31,253.89
2020,2,19,12,30.5,25.94,4.3,53.93,0.0,31.41,41.45
2020,2,19,13,0.0,23.98,4.62,63.82,0.0,0.0,0.0
2020,2,19,14,0.0,22.62,4.1,72.54,0.0,0.0,0.0
2020,2,19,15,0.0,21.58,3.33,79.77,0.0,0.0,0.0
2020,2,19,16,0.0,20.75,2.7,84.91,0.0,0.0,0.0
2020,2,19,17,0.0,19.96,2.27,89.14,0.0,0.0,0.0
2020,2,19,18,0.0,19.29,2.09,92.17,0.0,0.0,0.0
2020,2,19,19,0.0,18.76,1.94,94.24,0.0,0.0,0.0
2020,2,19,20,0.0,18.46,1.71,95.14,0.0,0.0,0.0
2020,2,19,21,0.0,18.36,1.45,95.11,0.0,0.0,0.0
2020,2,19,22,0.0,18.25,1.2,95.34,0.0,0.0,0.0
2020,2,19,23,0.0,18.09,1.05,95.99,0.0,0.0,0.0
2020,2,20,0,0.0,17.87,1.03,97.05,0.0,0.0,0.0
2020,2,20,1,41.92,19.05,1.09,91.08,0.0,43.0,60.91
2020,2,20,2,210.18,22.49,2.23,71.87,0.0,127.77,251.43
2020,2,20,3,399.25,25.52,3.27,56.2,0.0,199.55,405.54
2020,2,20,4,671.9,27.95,3.51,46.04,0.0,297.44,445.52
2020,2,20,5,751.53,30.0,3.7,38.63,0.0,171.71,646.69
2020,2,20,6,943.1,31.63,3.88,33.17,0.0,263.11,716.99
2020,2,20,7,951.88,32.63,4.07,29.83,0.0,241.14,730.45
2020,2,20,8,865.8,33.05,4.26,28.2,0.0,199.93,755.29
2020,2,20,9,703.72,32.75,4.49,28.19,0.0,202.04,688.74
2020,2,20,10,497.62,31.73,4.76,29.85,0.0,128.65,681.75
2020,2,20,11,251.02,29.81,4.93,34.63,0.0,78.22,532.57
2020,2,20,12,35.95,25.93,3.72,49.54,0.0,26.5,115.83
2020,2,20,13,0.0,23.86,4.25,60.56,0.0,0.0,0.0
2020,2,20,14,0.0,22.58,4.1,69.8,0.0,0.0,0.0
2020,2,20,15,0.0,21.49,3.28,77.6,0.0,0.0,0.0
2020,2,20,16,0.0,20.67,2.75,82.62,0.0,0.0,0.0
2020,2,20,17,0.0,19.96,2.52,86.11,0.0,0.0,0.0
2020,2,20,18,0.0,19.31,2.43,89.05,0.0,0.0,0.0
2020,2,20,19,0.0,18.68,2.4,92.04,0.0,0.0,0.0
2020,2,20,20,0.0,18.12,2.4,94.81,0.0,0.0,0.0
2020,2,20,21,0.0,17.62,2.34,97.5,0.0,0.0,0.0
2020,2,20,22,0.0,17.21,2.26,99.98,0.0,0.0,0.0
2020,2,20,23,0.0,16.87,2.2,100.0,0.0,0.0,0.0
2020,2,21,0,0.0,16.57,2.13,100.0,0.0,0.0,0.0
2020,2,21,1,55.35,18.72,2.18,92.01,0.0,38.42,137.84
2020,2,21,2,268.55,22.54,2.27,70.19,0.0,122.75,415.29
2020,2,21,3,488.75,25.57,2.5,54.13,0.0,172.91,557.7
2020,2,21,4,691.12,28.21,2.79,42.41,0.0,256.92,575.94
2020,2,21,5,844.47,30.59,3.1,33.25,0.0,255.67,609.7
2020,2,21,6,840.45,32.38,3.56,27.61,0.0,359.35,412.46
2020,2,21,7,794.1,33.4,4.14,25.18,0.0,376.79,344.67
2020,2,21,8,740.53,33.67,4.69,24.78,0.0,376.71,292.45
2020,2,21,9,601.85,33.2,5.2,26.17,0.0,225.82,470.63
2020,2,21,10,453.73,31.97,5.66,29.57,0.0,154.74,544.31
2020,2,21,11,223.7,29.91,5.98,36.03,0.0,114.65,343.98
2020,2,21,12,32.1,26.63,5.17,49.45,0.0,27.15,65.7
2020,2,21,13,0.0,24.48,5.33,62.58,0.0,0.0,0.0
2020,2,21,14,0.0,23.1,4.74,73.02,0.0,0.0,0.0
2020,2,21,15,0.0,22.18,4.03,80.46,0.0,0.0,0.0
2020,2,21,16,0.0,21.5,3.32,85.73,0.0,0.0,0.0
2020,2,21,17,0.0,20.87,2.67,90.42,0.0,0.0,0.0
2020,2,21,18,0.0,20.35,2.32,94.28,0.0,0.0,0.0
2020,2,21,19,0.0,19.98,2.22,97.19,0.0,0.0,0.0
2020,2,21,20,0.0,19.78,2.21,99.14,0.0,0.0,0.0
2020,2,21,21,0.0,19.67,2.21,100.0,0.0,0.0,0.0
2020,2,21,22,0.0,19.73,2.28,100.0,0.0,0.0,0.0
2020,2,21,23,0.0,19.92,2.22,100.0,0.0,0.0,0.0
2020,2,22,0,0.0,19.92,2.21,100.0,0.0,0.0,0.0
2020,2,22,1,47.08,21.83,3.14,90.95,0.0,45.91,42.64
2020,2,22,2,230.2,24.85,4.44,74.6,0.0,135.83,224.35
2020,2,22,3,445.9,27.31,4.58,61.08,0.03,245.43,325.14
2020,2,22,4,567.95,29.54,4.57,51.27,0.01,315.16,179.76
2020,2,22,5,694.38,31.36,4.8,44.17,0.01,289.79,387.96
2020,2,22,6,772.6,32.61,5.25,39.5,0.0,381.94,262.01
2020,2,22,7,803.33,33.18,5.84,37.28,0.0,365.0,338.13
2020,2,22,8,702.67,33.17,6.36,37.17,0.0,279.41,377.13
2020,2,22,9,566.83,32.38,6.7,39.15,0.0,247.99,368.65
2020,2,22,10,409.85,31.0,6.83,42.73,0.0,213.55,315.41
2020,2,22,11,190.52,29.09,6.62,48.15,0.0,115.45,216.73
2020,2,22,12,26.92,26.63,5.64,57.43,0.0,25.5,26.51
2020,2,22,13,0.0,24.69,4.51,67.69,0.0,0.0,0.0
2020,2,22,14,0.0,23.52,3.73,75.29,0.0,0.0,0.0
2020,2,22,15,0.0,22.71,3.1,80.95,0.0,0.0,0.0
2020,2,22,16,0.0,22.06,2.63,85.34,0.0,0.0,0.0
2020,2,22,17,0.0,21.45,2.27,89.22,0.0,0.0,0.0
2020,2,22,18,0.0,20.9,2.12,92.59,0.0,0.0,0.0
2020,2,22,19,0.0,20.42,2.08,95.4,0.0,0.0,0.0
2020,2,22,20,0.0,20.04,2.05,97.7,0.0,0.0,0.0
2020,2,22,21,0.0,19.74,1.97,99.89,0.0,0.0,0.0
2020,2,22,22,0.0,19.58,1.9,100.0,0.0,0.0,0.0
2020,2,22,23,0.0,19.51,1.88,100.0,0.0,0.0,0.0
2020,2,23,0,0.0,19.4,1.95,100.0,0.0,0.0,0.0
2020,2,23,1,41.33,21.39,2.38,92.23,0.0,47.71,31.85
2020,2,23,2,205.0,24.62,3.53,73.44,0.0,165.59,499.77
2020,2,23,3,402.02,27.15,3.68,59.42,0.0,296.06,246.07
2020,2,23,4,534.08,29.48,3.87,47.71,0.0,405.47,38.11
2020,2,23,5,702.1,31.35,4.22,40.02,0.0,412.31,133.23
2020,2,23,6,749.33,32.68,4.62,35.32,0.0,503.8,163.18
2020,2,23,7,800.58,33.38,5.04,32.96,0.0,529.34,216.92
2020,2,23,8,693.65,33.4,5.44,32.8,0.0,466.09,234.21
2020,2,23,9,546.7,32.74,5.79,34.68,0.0,386.07,215.5
2020,2,23,10,379.98,31.42,6.03,38.55,0.0,262.61,320.88
2020,2,23,11,183.35,29.46,6.11,44.85,0.0,123.52,131.17
2020,2,23,12,27.83,26.97,5.4,55.11,0.0,35.22,26.06
2020,2,23,13,0.0,25.18,4.96,65.34,0.0,0.0,0.0
2020,2,23,14,0.0,24.02,4.23,73.56,0.0,0.0,0.0
2020,2,23,15,0.0,23.23,3.59,79.77,0.0,0.0,0.0
2020,2,23,16,0.0,22.62,3.01,84.44,0.0,0.0,0.0
2020,2,23,17,0.0,22.01,2.41,88.54,0.0,0.0,0.0
2020,2,23,18,0.0,21.4,2.0,92.16,0.0,0.0,0.0
2020,2,23,19,0.0,20.89,1.87,94.88,0.0,0.0,0.0
2020,2,23,20,0.0,20.49,1.78,96.77,0.0,0.0,0.0
2020,2,23,21,0.0,20.2,1.67,98.11,0.0,0.0,0.0
2020,2,23,22,0.0,20.01,1.55,98.97,0.0,0.0,0.0
2020,2,23,23,0.0,19.87,1.41,99.5,0.0,0.0,0.0
2020,2,24,0,0.0,19.81,1.34,99.52,0.0,0.0,0.0
2020,2,24,1,44.45,21.31,1.34,91.54,0.0,46.62,13.75
2020,2,24,2,203.65,24.74,2.38,71.54,0.0,168.3,77.2
2020,2,24,3,384.9,27.58,3.13,55.13,0.0,296.79,133.25
2020,2,24,4,568.72,29.92,3.48,44.47,0.0,410.86,162.46
2020,2,24,5,693.5,31.8,3.87,37.55,0.0,384.29,228.22
2020,2,24,6,722.62,33.14,4.28,33.45,0.0,484.56,162.9
2020,2,24,7,708.08,34.0,4.67,30.89,0.0,480.01,136.22
2020,2,24,8,655.17,34.26,4.99,29.97,0.0,346.55,181.39
2020,2,24,9,505.7,33.91,5.2,30.57,0.0,360.96,172.56
2020,2,24,10,357.62,32.83,5.41,33.04,0.0,269.25,122.22
2020,2,24,11,174.32,30.94,5.58,38.46,0.0,130.85,39.15
2020,2,24,12,28.25,27.89,4.61,50.34,0.0,32.63,2.9
2020,2,24,13,0.0,25.86,4.68,61.75,0.0,0.0,0.0
2020,2,24,14,0.0,24.61,4.11,70.96,0.0,0.0,0.0
2020,2,24,15,0.0,23.66,3.21,78.25,0.0,0.0,0.0
2020,2,24,16,0.0,22.88,2.59,83.86,0.0,0.0,0.0
2020,2,24,17,0.0,22.22,2.17,88.42,0.0,0.0,0.0
2020,2,24,18,0.0,21.73,1.86,91.84,0.0,0.0,0.0
2020,2,24,19,0.0,21.28,1.72,94.85,0.0,0.0,0.0
2020,2,24,20,0.0,20.94,1.56,97.05,0.0,0.0,0.0
2020,2,24,21,0.0,20.72,1.48,98.67,0.0,0.0,0.0
2020,2,24,22,0.0,20.59,1.45,99.66,0.0,0.0,0.0
2020,2,24,23,0.0,20.65,1.3,99.33,0.0,0.0,0.0
2020,2,25,0,0.0,20.78,1.14,98.74,0.0,0.0,0.0
2020,2,25,1,54.75,22.33,1.2,90.75,0.0,39.69,127.12
2020,2,25,2,231.65,25.59,2.71,72.94,0.0,107.73,335.25
2020,2,25,3,461.0,28.41,3.34,57.31,0.0,252.88,348.73
2020,2,25,4,664.75,30.89,3.42,45.83,0.0,373.28,338.54
2020,2,25,5,847.53,32.95,3.4,37.7,0.0,339.6,503.95
2020,2,25,6,873.12,34.48,3.51,32.48,0.0,343.13,484.98
2020,2,25,7,860.72,35.39,3.78,29.4,0.0,338.86,474.77
2020,2,25,8,794.28,35.68,4.12,27.99,0.0,253.86,628.19
2020,2,25,9,673.53,35.29,4.46,28.28,0.0,252.97,522.16
2020,2,25,10,457.02,34.2,4.86,30.3,0.0,160.04,470.79
2020,2,25,11,223.95,32.32,5.36,35.0,0.0,101.72,340.06
2020,2,25,12,33.28,29.32,5.13,45.62,0.0,31.46,48.33
2020,2,25,13,0.0,27.06,5.56,57.27,0.0,0.0,0.0
2020,2,25,14,0.0,25.57,5.06,67.5,0.0,0.0,0.0
2020,2,25,15,0.0,24.58,3.98,75.22,0.0,0.0,0.0
2020,2,25,16,0.0,23.87,3.08,80.64,0.0,0.0,0.0
2020,2,25,17,0.0,23.24,2.28,85.26,0.0,0.0,0.0
2020,2,25,18,0.0,22.6,1.73,89.73,0.0,0.0,0.0
2020,2,25,19,0.0,22.1,1.6,93.22,0.0,0.0,0.0
2020,2,25,20,0.0,21.83,1.41,95.21,0.0,0.0,0.0
2020,2,25,21,0.0,21.88,1.07,95.33,0.0,0.0,0.0
2020,2,25,22,0.0,21.91,0.89,95.36,0.0,0.0,0.0
2020,2,25,23,0.0,21.83,0.92,95.82,0.0,0.0,0.0
2020,2,26,0,0.0,21.84,0.81,95.79,0.0,0.0,0.0
2020,2,26,1,50.12,23.16,0.84,89.1,0.0,45.38,70.16
2020,2,26,2,202.5,25.93,1.74,72.11,0.0,122.28,267.64
2020,2,26,3,403.77,28.46,2.21,58.05,0.0,258.1,171.41
2020,2,26,4,597.75,30.79,2.73,47.48,0.0,308.16,303.92
2020,2,26,5,759.8,32.79,3.29,39.87,0.0,434.0,169.83
2020,2,26,6,809.42,34.26,3.79,35.2,0.0,425.87,270.15
2020,2,26,7,731.12,35.1,4.24,32.84,0.0,225.91,499.65
2020,2,26,8,729.22,35.25,4.58,32.21,0.0,426.51,205.01
2020,2,26,9,599.03,34.7,4.74,33.08,0.0,296.69,317.01
2020,2,26,10,423.95,33.46,4.92,35.72,0.0,207.62,370.61
2020,2,26,11,197.45,31.68,5.24,40.71,0.0,123.96,202.83
2020,2,26,12,28.4,29.28,5.08,49.79,0.0,26.86,24.42
2020,2,26,13,0.0,27.24,5.18,60.3,0.0,0.0,0.0
2020,2,26,14,0.0,25.86,4.7,69.5,0.0,0.0,0.0
2020,2,26,15,0.0,24.87,3.94,76.93,0.0,0.0,0.0
2020,2,26,16,0.0,24.17,2.99,82.25,0.0,0.0,0.0
2020,2,26,17,0.0,23.58,2.16,86.21,0.0,0.0,0.0
2020,2,26,18,0.0,22.98,1.54,89.79,0.0,0.0,0.0
2020,2,26,19,0.0,22.49,1.39,92.43,0.0,0.0,0.0
2020,2,26,20,0.0,22.22,1.21,93.49,0.0,0.0,0.0
2020,2,26,21,0.0,22.14,0.97,93.64,0.0,0.0,0.0
2020,2,26,22,0.0,22.08,0.76,93.89,0.0,0.0,0.0
2020,2,26,23,0.0,22.08,0.7,93.83,0.0,0.0,0.0
2020,2,27,0,0.0,22.02,0.61,94.08,0.0,0.0,0.0
2020,2,27,1,44.12,23.17,0.8,87.72,0.0,40.82,34.02
2020,2,27,2,222.7,25.67,1.57,72.17,0.0,163.96,147.9
2020,2,27,3,383.67,28.36,2.0,56.03,0.0,217.77,190.66
2020,2,27,4,566.03,31.09,2.72,42.89,0.0,334.6,162.39
2020,2,27,5,712.45,33.17,3.51,36.0,0.0,322.57,346.47
2020,2,27,6,840.75,34.54,4.2,32.6,0.0,335.95,434.6
2020,2,27,7,827.4,35.0,4.66,31.44,0.0,458.0,311.41
2020,2,27,8,765.97,34.57,4.96,32.05,0.0,321.69,396.5
2020,2,27,9,607.67,33.99,5.28,33.17,0.0,259.82,416.57
2020,2,27,10,414.42,32.71,5.7,36.03,0.0,221.7,353.69
2020,2,27,11,195.82,31.16,6.0,40.27,0.0,107.57,272.4
2020,2,27,12,29.67,28.87,5.48,48.34,0.0,28.85,33.62
2020,2,27,13,0.0,26.96,5.13,57.91,0.0,0.0,0.0
2020,2,27,14,0.0,25.59,4.44,66.81,0.0,0.0,0.0
2020,2,27,15,0.0,24.57,3.7,74.58,0.0,0.0,0.0
2020,2,27,16,0.0,23.85,3.01,80.63,0.0,0.0,0.0
2020,2,27,17,0.0,23.27,2.34,85.24,0.0,0.0,0.0
2020,2,27,18,0.0,22.71,1.81,89.21,0.0,0.0,0.0
2020,2,27,19,0.0,22.26,1.68,92.24,0.0,0.0,0.0
2020,2,27,20,0.0,22.26,1.61,92.64,0.0,0.0,0.0
2020,2,27,21,0.0,22.2,1.37,93.24,0.0,0.0,0.0
2020,2,27,22,0.0,22.01,1.26,94.21,0.0,0.0,0.0
2020,2,27,23,0.0,21.9,1.25,94.7,0.0,0.0,0.0
2020,2,28,0,0.0,21.71,1.27,95.38,0.0,0.0,0.0
2020,2,28,1,40.62,23.17,1.56,86.59,0.0,40.45,38.78
2020,2,28,2,168.02,25.89,2.32,68.13,0.0,102.77,250.67
2020,2,28,3,408.88,28.35,2.59,55.92,0.02,275.77,105.71
2020,2,28,4,590.75,30.78,2.92,45.42,0.01,312.54,242.93
2020,2,28,5,745.9,32.66,3.32,38.77,0.01,471.78,131.88
2020,2,28,6,755.5,33.76,3.69,35.21,0.01,414.71,175.38
2020,2,28,7,667.0,34.42,4.05,33.21,0.01,299.29,329.84
2020,2,28,8,659.97,34.63,4.43,32.47,0.06,439.05,157.25
2020,2,28,9,534.6,34.06,4.8,33.43,0.03,332.28,144.35
2020,2,28,10,353.98,32.92,5.31,35.88,0.01,212.0,232.46
2020,2,28,11,161.38,31.02,5.83,40.83,0.01,98.45,150.73
2020,2,28,12,24.45,28.78,5.65,48.69,0.01,28.25,12.0
2020,2,28,13,0.0,26.9,5.23,58.0,0.01,0.0,0.0
2020,2,28,14,0.0,25.56,4.67,66.66,0.0,0.0,0.0
2020,2,28,15,0.0,24.58,3.93,74.25,0.0,0.0,0.0
2020,2,28,16,0.0,23.86,3.19,80.23,0.0,0.0,0.0
2020,2,28,17,0.0,23.24,2.49,85.01,0.0,0.0,0.0
2020,2,28,18,0.0,22.7,2.1,88.8,0.0,0.0,0.0
2020,2,28,19,0.0,22.3,1.88,91.26,0.0,0.0,0.0
2020,2,28,20,0.0,22.19,1.8,91.81,0.0,0.0,0.0
2020,2,28,21,0.0,22.02,1.59,92.49,0.03,0.0,0.0
2020,2,28,22,0.0,21.87,1.38,92.88,0.13,0.0,0.0
2020,2,28,23,0.0,21.76,1.21,93.31,0.16,0.0,0.0
2020,2,29,0,0.0,21.75,1.06,92.97,0.15,0.0,0.0
2020,2,29,1,39.1,23.08,1.19,85.17,0.13,37.43,6.29
2020,2,29,2,202.95,25.56,1.78,68.9,0.11,147.25,149.82
2020,2,29,3,407.52,27.92,1.9,56.56,0.0,252.74,349.49
2020,2,29,4,606.42,30.5,2.09,44.78,0.0,354.06,206.62
2020,2,29,5,778.5,32.61,2.37,37.34,0.0,372.89,377.56
2020,2,29,6,878.83,34.09,2.81,33.09,0.0,411.94,443.59
2020,2,29,7,858.03,34.88,3.27,30.92,0.0,297.92,513.61
2020,2,29,8,763.88,35.13,3.63,30.06,0.0,301.43,416.29
2020,2,29,9,581.0,34.71,4.0,30.44,0.0,287.55,292.53
2020,2,29,10,395.8,33.52,4.66,32.7,0.0,192.48,320.59
2020,2,29,11,185.9,31.56,5.64,38.06,0.0,100.96,218.67
2020,2,29,12,28.02,29.21,6.25,46.96,0.0,29.03,21.76
2020,2,29,13,0.0,27.07,6.5,58.53,0.0,0.0,0.0
2020,2,29,14,0.0,25.39,6.19,69.28,0.0,0.0,0.0
2020,2,29,15,0.0,24.43,5.0,75.73,0.0,0.0,0.0
2020,2,29,16,0.0,23.9,3.58,79.31,0.0,0.0,0.0
2020,2,29,17,0.0,23.45,2.44,82.3,0.0,0.0,0.0
2020,2,29,18,0.0,23.0,1.7,84.91,0.0,0.0,0.0
2020,2,29,19,0.0,22.55,1.45,87.31,0.0,0.0,0.0
2020,2,29,20,0.0,22.29,1.32,88.54,0.0,0.0,0.0
2020,2,29,21,0.0,22.29,1.08,88.65,0.0,0.0,0.0
2020,2,29,22,0.0,22.23,0.96,89.04,0.0,0.0,0.0
2020,2,29,23,0.0,22.19,0.88,89.28,0.0,0.0,0.0
2020,3,1,0,0.0,22.18,0.79,89.4,0.0,0.0,0.0
2020,3,1,1,57.47,23.48,1.07,82.31,0.0,44.88,71.47
2020,3,1,2,256.33,26.17,1.91,67.11,0.0,147.77,266.05
2020,3,1,3,465.88,28.69,2.18,54.47,0.0,196.57,386.96
2020,3,1,4,654.17,31.22,2.53,43.52,0.0,337.78,349.86
2020,3,1,5,848.7,33.3,3.03,35.98,0.0,300.97,567.95
2020,3,1,6,906.17,34.78,3.5,31.34,0.0,305.65,585.3
2020,3,1,7,852.7,35.6,3.89,28.7,0.0,347.69,448.61
2020,3,1,8,801.12,35.87,4.28,27.48,0.0,328.38,511.48
2020,3,1,9,620.47,35.34,4.67,27.78,0.0,296.88,431.1
2020,3,1,10,429.83,34.14,5.15,29.8,0.0,226.14,354.01
2020,3,1,11,202.48,32.23,5.8,34.16,0.0,135.1,249.62
2020,3,1,12,29.92,29.72,6.18,42.26,0.0,30.8,27.02
2020,3,1,13,0.0,27.45,6.35,52.79,0.0,0.0,0.0
2020,3,1,14,0.0,25.72,5.72,62.65,0.0,0.0,0.0
2020,3,1,15,0.0,24.62,4.42,69.42,0.0,0.0,0.0
2020,3,1,16,0.0,23.9,2.99,73.87,0.0,0.0,0.0
2020,3,1,17,0.0,23.24,1.79,77.69,0.0,0.0,0.0
2020,3,1,18,0.0,22.64,1.36,80.92,0.0,0.0,0.0
2020,3,1,19,0.0,22.36,1.1,82.25,0.0,0.0,0.0
2020,3,1,20,0.0,22.18,0.95,82.93,0.0,0.0,0.0
2020,3,1,21,0.0,21.88,1.01,84.37,0.0,0.0,0.0
2020,3,1,22,0.0,21.55,1.1,86.14,0.0,0.0,0.0
2020,3,1,23,0.0,21.24,1.18,87.89,0.0,0.0,0.0
2020,3,2,0,0.0,21.0,1.19,89.32,0.0,0.0,0.0
2020,3,2,1,53.22,22.52,1.16,81.48,0.0,46.5,44.73
2020,3,2,2,250.85,25.68,1.13,62.72,0.0,175.86,221.01
2020,3,2,3,447.0,28.83,0.84,47.43,0.0,217.67,332.32
2020,3,2,4,621.25,31.67,0.88,37.72,0.0,305.35,345.13
2020,3,2,5,709.67,33.8,0.99,31.85,0.0,340.89,362.39
